+--------+---------------------+-----------------+
| idlogs | data_hora           | dados_recebidos |
|    537 | 2023-11-14 11:48:20 |             112 |
|    538 | 2023-11-14 12:11:10 |               2 |
|    539 | 2023-11-14 12:17:42 |               2 |
|    540 | 2023-11-14 12:45:39 |               2 |
|    541 | 2023-11-14 13:20:27 |               2 |
|    542 | 2023-11-14 13:20:54 |               2 |
|    543 | 2023-11-14 13:31:56 |               6 |
|    544 | 2023-11-14 13:33:08 |               2 |
|    545 | 2023-11-14 13:35:37 |         1111112 |
|    546 | 2023-11-14 13:51:37 |               2 |
|    547 | 2023-11-14 16:42:44 |           11112 |
|    548 | 2023-11-14 17:18:09 |         1111112 |
|    549 | 2023-11-14 17:44:45 |             311 |
|    550 | 2023-11-14 18:44:53 |         1111112 |
|    551 | 2023-11-14 19:35:34 |               2 |
|    552 | 2023-11-14 19:35:49 |               6 |
|    553 | 2023-11-15 12:21:06 |           11112 |
|    554 | 2023-11-15 12:22:53 |         1111112 |
|    555 | 2023-11-15 12:28:24 |               2 |
|    556 | 2023-11-15 15:30:06 |               6 |
|    557 | 2023-11-15 19:20:00 |           11112 |
|    558 | 2023-11-15 19:42:09 |               6 |
|    559 | 2023-11-15 21:16:16 |               6 |
|    560 | 2023-11-16 07:32:34 |           11112 |
|    561 | 2023-11-16 09:18:35 |         1111112 |
|    562 | 2023-11-16 10:27:03 |               6 |
|    563 | 2023-11-16 10:27:15 |               2 |
|    564 | 2023-11-16 10:40:09 |             318 |
|    565 | 2023-11-16 10:57:47 |           11112 |
|    566 | 2023-11-16 11:34:07 |               6 |
|    567 | 2023-11-16 11:34:25 |               6 |
|    568 | 2023-11-16 11:45:39 |               2 |
|    569 | 2023-11-16 11:46:45 |               2 |
|    570 | 2023-11-16 12:10:27 |           11112 |
|    571 | 2023-11-16 12:12:25 |               6 |
|    572 | 2023-11-16 12:26:28 |               6 |
|    573 | 2023-11-16 12:39:11 |               6 |
|    574 | 2023-11-16 12:43:54 |           11112 |
|    575 | 2023-11-16 12:45:45 |             112 |
|    576 | 2023-11-16 13:09:11 |               6 |
|    577 | 2023-11-16 13:11:43 |               6 |
|    578 | 2023-11-16 13:50:09 |               2 |
|    579 | 2023-11-16 15:20:54 |               2 |
|    580 | 2023-11-16 15:59:10 |               6 |
|    581 | 2023-11-16 15:59:32 |             311 |
|    582 | 2023-11-16 16:04:12 |               2 |
|    583 | 2023-11-16 16:09:51 |               6 |
|    584 | 2023-11-16 16:30:25 |               2 |
|    585 | 2023-11-16 17:03:22 |           51112 |
|    586 | 2023-11-16 18:15:44 |               2 |
|    587 | 2023-11-16 21:29:51 |           11112 |
|    588 | 2023-11-16 21:30:42 |         1111112 |
|    589 | 2023-11-16 22:57:16 |         1111112 |
|    590 | 2023-11-16 23:33:00 |               2 |
|    591 | 2023-11-17 01:19:44 |               2 |
|    592 | 2023-11-17 02:04:17 |           11112 |
|    593 | 2023-11-17 06:38:35 |               2 |
|    594 | 2023-11-17 06:49:04 |               2 |
|    595 | 2023-11-17 08:49:49 |         1111112 |
|    596 | 2023-11-17 08:51:45 |             311 |
|    597 | 2023-11-17 09:14:54 |               2 |
|    598 | 2023-11-17 09:22:51 |               6 |
|    599 | 2023-11-17 09:23:35 |         1111112 |
|    600 | 2023-11-17 09:56:16 |         1111112 |
|    601 | 2023-11-17 10:17:07 |               6 |
|    602 | 2023-11-17 10:43:41 |             312 |
|    603 | 2023-11-17 11:05:32 |               6 |
|    604 | 2023-11-17 11:06:26 |               2 |
|    605 | 2023-11-17 11:06:58 |               6 |
|    606 | 2023-11-17 11:07:18 |             112 |
|    607 | 2023-11-17 11:07:52 |           11112 |
|    608 | 2023-11-17 12:02:05 |               6 |
|    609 | 2023-11-17 12:03:42 |             312 |
|    610 | 2023-11-17 12:03:43 |             312 |
|    611 | 2023-11-17 12:04:07 |             318 |
|    612 | 2023-11-17 12:04:41 |             315 |
|    613 | 2023-11-17 12:22:09 |               6 |
|    614 | 2023-11-17 12:44:53 |               6 |
|    615 | 2023-11-17 12:46:26 |         1111112 |
|    616 | 2023-11-17 12:57:51 |           51113 |
|    617 | 2023-11-17 13:53:46 |               2 |
|    618 | 2023-11-17 13:57:01 |           51112 |
|    619 | 2023-11-17 14:06:58 |               6 |
|    620 | 2023-11-17 16:47:36 |             512 |
|    621 | 2023-11-17 17:08:37 |             314 |
|    622 | 2023-11-17 19:53:50 |               6 |
|    623 | 2023-11-17 19:54:20 |             112 |
|    624 | 2023-11-17 20:56:31 |               2 |
|    625 | 2023-11-17 21:47:12 |               6 |
|    626 | 2023-11-18 09:47:38 |               2 |
|    627 | 2023-11-18 11:57:20 |               2 |
|    628 | 2023-11-18 13:18:47 |               6 |
|    629 | 2023-11-18 13:27:10 |           11112 |
|    630 | 2023-11-18 16:40:38 |             311 |
|    631 | 2023-11-20 08:13:18 |               2 |
|    632 | 2023-11-20 08:37:09 |               6 |
|    633 | 2023-11-20 08:39:34 |         1111112 |
|    634 | 2023-11-20 08:52:47 |               6 |
|    635 | 2023-11-20 09:21:34 |         1111112 |
|    636 | 2023-11-20 10:11:25 |         1111112 |
|    637 | 2023-11-20 10:34:19 |               2 |
|    638 | 2023-11-20 10:49:36 |               6 |
|    639 | 2023-11-20 10:58:21 |             112 |
|    640 | 2023-11-20 11:01:19 |               2 |
|    641 | 2023-11-20 11:28:13 |           11112 |
|    642 | 2023-11-20 11:40:01 |         1111112 |
|    643 | 2023-11-20 13:30:01 |           11112 |
|    644 | 2023-11-20 13:31:12 |         1111112 |
|    645 | 2023-11-20 14:24:19 |           11112 |
|    646 | 2023-11-20 14:50:29 |           11112 |
|    647 | 2023-11-20 15:34:53 |           11112 |
|    648 | 2023-11-20 16:20:19 |               6 |
|    649 | 2023-11-20 16:23:35 |               6 |
|    650 | 2023-11-20 17:12:36 |           11112 |
|    651 | 2023-11-20 18:01:14 |           11112 |
|    652 | 2023-11-20 19:02:33 |           11112 |
|    653 | 2023-11-20 19:34:59 |               6 |
|    654 | 2023-11-20 21:32:44 |         1111112 |
|    655 | 2023-11-20 21:36:53 |               2 |
|    656 | 2023-11-20 22:09:35 |         1111112 |
|    657 | 2023-11-21 01:25:48 |           11112 |
|    658 | 2023-11-21 07:00:50 |           11112 |
|    659 | 2023-11-21 07:02:00 |         1111112 |
|    660 | 2023-11-21 08:07:38 |           11112 |
|    661 | 2023-11-21 08:21:34 |               2 |
|    662 | 2023-11-21 08:50:00 |               6 |
|    663 | 2023-11-21 08:59:39 |           11112 |
|    664 | 2023-11-21 09:04:12 |               6 |
|    665 | 2023-11-21 09:21:57 |               6 |
|    666 | 2023-11-21 09:22:21 |               2 |
|    667 | 2023-11-21 09:39:24 |             315 |
|    668 | 2023-11-21 10:18:35 |               6 |
|    669 | 2023-11-21 10:23:40 |         1111112 |
|    670 | 2023-11-21 10:31:30 |               2 |
|    671 | 2023-11-21 10:31:45 |               6 |
|    672 | 2023-11-21 11:10:25 |               2 |
|    673 | 2023-11-21 12:05:04 |           51112 |
|    674 | 2023-11-21 13:24:22 |               2 |
|    675 | 2023-11-21 13:40:52 |               6 |
|    676 | 2023-11-21 13:45:00 |               6 |
|    677 | 2023-11-21 14:30:58 |             315 |
|    678 | 2023-11-21 14:31:13 |             314 |
|    679 | 2023-11-21 16:17:44 |               2 |
|    680 | 2023-11-21 17:21:15 |             311 |
|    681 | 2023-11-21 17:22:15 |         1111112 |
|    682 | 2023-11-21 20:23:13 |               2 |
|    683 | 2023-11-21 21:31:36 |               6 |
|    684 | 2023-11-21 21:31:55 |         1111112 |
|    685 | 2023-11-22 08:35:48 |               2 |
|    686 | 2023-11-22 10:03:08 |               2 |
|    687 | 2023-11-22 10:51:50 |               2 |
|    688 | 2023-11-22 11:00:38 |         1111112 |
|    689 | 2023-11-22 11:03:26 |         1111112 |
|    690 | 2023-11-22 11:13:41 |               6 |
|    691 | 2023-11-22 11:15:36 |               2 |
|    692 | 2023-11-22 13:48:15 |           11112 |
|    693 | 2023-11-22 14:37:51 |             112 |
|    694 | 2023-11-22 15:48:15 |               2 |
|    695 | 2023-11-22 18:25:06 |           11112 |
|    696 | 2023-11-22 18:25:33 |             312 |
|    697 | 2023-11-22 18:28:25 |             311 |
|    698 | 2023-11-22 21:07:50 |               6 |
|    699 | 2023-11-22 21:38:58 |               2 |
|    700 | 2023-11-23 06:42:57 |             312 |
|    701 | 2023-11-23 10:58:31 |             112 |
|    702 | 2023-11-23 12:37:20 |         1111112 |
|    703 | 2023-11-23 12:41:52 |             411 |
|    704 | 2023-11-23 12:46:43 |               2 |
|    705 | 2023-11-23 16:26:48 |             411 |
|    706 | 2023-11-23 16:26:54 |           51113 |
|    707 | 2023-11-23 16:44:08 |               2 |
|    708 | 2023-11-23 17:19:09 |               6 |
|    709 | 2023-11-23 17:42:10 |             312 |
|    710 | 2023-11-23 18:53:44 |               2 |
|    711 | 2023-11-24 05:45:36 |             315 |
|    712 | 2023-11-24 06:39:01 |               6 |
|    713 | 2023-11-24 06:58:45 |           11112 |
|    714 | 2023-11-24 06:59:14 |         1111112 |
|    715 | 2023-11-24 09:40:50 |               6 |
|    716 | 2023-11-24 09:41:07 |               2 |
|    717 | 2023-11-24 09:59:56 |               6 |
|    718 | 2023-11-24 12:52:09 |           11112 |
|    719 | 2023-11-24 12:58:08 |               2 |
|    720 | 2023-11-24 12:59:30 |           11112 |
|    721 | 2023-11-24 14:35:49 |               2 |
|    722 | 2023-11-24 14:37:45 |               2 |
|    723 | 2023-11-24 15:17:23 |               6 |
|    724 | 2023-11-24 15:36:47 |               6 |
|    725 | 2023-11-24 16:25:03 |             112 |
|    726 | 2023-11-24 16:25:25 |           11112 |
|    727 | 2023-11-24 16:25:55 |         1111112 |
|    728 | 2023-11-24 17:21:17 |             112 |
|    729 | 2023-11-24 19:44:01 |             311 |
|    730 | 2023-11-25 11:49:30 |               6 |
|    731 | 2023-11-25 12:28:19 |         1111112 |
|    732 | 2023-11-25 20:45:29 |             112 |
|    733 | 2023-11-26 13:01:36 |               6 |
|    734 | 2023-11-26 17:38:17 |         1111112 |
|    735 | 2023-11-26 22:51:09 |               2 |
|    736 | 2023-11-26 22:51:31 |               2 |
|    737 | 2023-11-27 01:24:34 |               2 |
|    738 | 2023-11-27 01:25:38 |               6 |
|    739 | 2023-11-27 09:16:37 |               2 |
|    740 | 2023-11-27 09:32:25 |               6 |
|    741 | 2023-11-27 10:14:06 |             312 |
|    742 | 2023-11-27 12:12:22 |               6 |
|    743 | 2023-11-27 13:13:03 |             311 |
|    744 | 2023-11-27 13:13:22 |               6 |
|    745 | 2023-11-27 13:54:55 |               2 |
|    746 | 2023-11-27 14:04:23 |           11112 |
|    747 | 2023-11-27 14:19:51 |               6 |
|    748 | 2023-11-27 14:45:36 |               2 |
|    749 | 2023-11-27 15:02:26 |               6 |
|    750 | 2023-11-27 15:21:48 |         1111112 |
|    751 | 2023-11-27 15:26:11 |               2 |
|    752 | 2023-11-27 15:26:23 |         1111112 |
|    753 | 2023-11-27 15:48:28 |               2 |
|    754 | 2023-11-27 16:03:25 |         1111112 |
|    755 | 2023-11-27 16:04:19 |             313 |
|    756 | 2023-11-27 16:05:54 |               6 |
|    757 | 2023-11-27 16:20:53 |               2 |
|    758 | 2023-11-27 16:21:06 |               6 |
|    759 | 2023-11-27 16:22:58 |               6 |
|    760 | 2023-11-27 16:27:33 |         1111112 |
|    761 | 2023-11-27 18:23:14 |         1111112 |
|    762 | 2023-11-27 19:24:06 |               6 |
|    763 | 2023-11-27 19:24:14 |               6 |
|    764 | 2023-11-27 19:25:04 |               2 |
|    765 | 2023-11-27 19:32:08 |               2 |
|    766 | 2023-11-27 19:43:05 |               2 |
|    767 | 2023-11-27 20:54:06 |               2 |
|    768 | 2023-11-27 21:10:27 |         1111112 |
|    769 | 2023-11-27 21:25:38 |             112 |
|    770 | 2023-11-27 21:27:25 |         1111112 |
|    771 | 2023-11-27 22:07:03 |               6 |
|    772 | 2023-11-28 10:59:00 |               2 |
|    773 | 2023-11-28 10:59:58 |               6 |
|    774 | 2023-11-28 11:00:40 |           11112 |
|    775 | 2023-11-28 11:30:19 |               6 |
|    776 | 2023-11-28 11:41:56 |               2 |
|    777 | 2023-11-28 12:11:14 |               6 |
|    778 | 2023-11-28 12:51:52 |         1111112 |
|    779 | 2023-11-28 13:07:52 |           11112 |
|    780 | 2023-11-28 13:08:23 |               2 |
|    781 | 2023-11-28 13:28:55 |         1111112 |
|    782 | 2023-11-28 14:12:19 |           11112 |
|    783 | 2023-11-28 16:40:21 |               6 |
|    784 | 2023-11-28 16:44:01 |           11112 |
|    785 | 2023-11-28 17:01:33 |               2 |
|    786 | 2023-11-28 17:02:14 |             311 |
|    787 | 2023-11-28 21:49:17 |               6 |
|    788 | 2023-11-29 08:25:21 |               6 |
|    789 | 2023-11-29 10:23:30 |               6 |
|    790 | 2023-11-29 10:30:42 |         1111112 |
|    791 | 2023-11-29 10:31:48 |         1111112 |
|    792 | 2023-11-29 12:00:11 |               2 |
|    793 | 2023-11-29 12:44:50 |               6 |
|    794 | 2023-11-29 12:48:36 |             112 |
|    795 | 2023-11-29 13:26:50 |               6 |
|    796 | 2023-11-29 13:37:29 |           11112 |
|    797 | 2023-11-29 13:38:39 |               6 |
+--------+---------------------+-----------------+
